id|order_number|customer_id|showroom_id|product_id|quantity|discount|amount|delivered|card_type|card_number|txn_date|update_date|create_date
1275|735973648-X|720|6|26|1|8583|0|0|mastercard|5475068544699731|2018-01-17|2018-01-17 18:40:14|2018-01-17 18:40:14
1276|759632973-X|808|7|818|1|8114|0|0|jcb|3535753828298457|2018-01-23|2018-01-23 01:42:42|2018-01-23 01:42:42
1277|694076221-3|622|10|968|1|7543|0|0|jcb|3539031249891259|2018-01-15|2018-01-15 07:15:44|2018-01-15 07:15:44
1278|371300844-2|854|13|448|1|10982|0|0|jcb|3551786040474695|2018-01-03|2018-01-03 08:42:18|2018-01-03 08:42:18
1279|442423536-X|636|6|725|1|11423|0|0|jcb|3586675715182718|2018-01-06|2018-01-06 18:06:27|2018-01-06 18:06:27
1280|507540335-2|323|9|360|1|12782|0|1|mastercard|5100149164386347|2018-01-07|2018-01-07 17:56:34|2018-01-07 17:56:34
1281|505323039-0|940|10|374|1|8012|0|0|china-unionpay|56022222127615538|2018-01-13|2018-01-13 02:51:00|2018-01-13 02:51:00
1282|823380629-3|446|1|880|1|9378|0|1|diners-club-enroute|201923649551561|2018-01-10|2018-01-10 10:26:17|2018-01-10 10:26:17
1283|220490966-1|255|2|899|1|11538|0|0|mastercard|5100174813629475|2018-01-19|2018-01-19 14:09:05|2018-01-19 14:09:05
1284|502304212-X|829|7|600|1|10750|0|0|americanexpress|345182903244556|2018-01-08|2018-01-08 18:04:33|2018-01-08 18:04:33
1285|734603130-X|142|13|970|1|9991|0|0|jcb|3533725459927085|2018-01-28|2018-01-28 16:07:53|2018-01-28 16:07:53
1286|588575464-0|351|7|856|1|8426|0|0|diners-club-carte-blanche|30253242190006|2018-01-15|2018-01-15 20:08:25|2018-01-15 20:08:25
1287|078245171-3|830|5|84|1|7345|0|1|mastercard|5100171927825528|2018-01-02|2018-01-02 22:21:43|2018-01-02 22:21:43
1288|062046349-X|738|12|994|1|13258|0|1|jcb|3559571652696922|2018-01-14|2018-01-14 17:48:28|2018-01-14 17:48:28
1289|908173552-7|924|11|518|1|12016|0|0|jcb|3576204613097712|2018-01-12|2018-01-12 16:13:28|2018-01-12 16:13:28
1290|139461987-1|79|3|827|1|9563|0|0|jcb|3549381729917332|2018-01-21|2018-01-21 09:51:33|2018-01-21 09:51:33
1291|283632812-6|683|8|709|1|12720|0|1|jcb|3589728872660823|2018-01-26|2018-01-26 19:18:11|2018-01-26 19:18:11
1292|635776601-1|342|2|693|1|11234|0|1|jcb|3584433620775966|2018-01-02|2018-01-02 23:13:35|2018-01-02 23:13:35
1293|667083488-8|477|8|539|1|12134|0|0|jcb|3546333088185582|2018-01-13|2018-01-13 08:13:24|2018-01-13 08:13:24
1294|292859019-6|688|9|858|1|8247|0|0|bankcard|5602238022971714|2018-01-28|2018-01-28 19:08:08|2018-01-28 19:08:08
1295|409953656-4|979|10|342|1|9269|0|1|bankcard|5602221556621566|2018-01-23|2018-01-23 13:21:26|2018-01-23 13:21:26
1296|867200503-1|26|10|154|1|9952|0|1|jcb|3575078491373309|2018-01-15|2018-01-15 15:09:47|2018-01-15 15:09:47
1297|607533544-7|805|10|10|1|10488|0|0|jcb|3557830045903144|2018-01-19|2018-01-19 11:52:11|2018-01-19 11:52:11
1298|079634528-7|484|9|233|1|7881|0|0|switch|4936931298881407|2018-01-16|2018-01-16 11:04:13|2018-01-16 11:04:13
1299|723784202-1|316|7|854|1|8961|0|0|visa|4017953580859596|2018-01-08|2018-01-08 06:05:19|2018-01-08 06:05:19
1300|926596274-7|126|13|348|1|9243|0|0|maestro|5893813917603925|2018-01-23|2018-01-23 23:18:52|2018-01-23 23:18:52
1301|668516559-6|625|3|870|1|12847|0|1|jcb|3533131578538970|2018-01-20|2018-01-20 19:52:15|2018-01-20 19:52:15
1302|150838055-4|429|2|241|1|9501|0|0|jcb|3551114868616489|2018-01-09|2018-01-09 14:10:44|2018-01-09 14:10:44
1303|926932021-9|432|2|528|1|11410|0|1|jcb|3586203797654734|2018-01-30|2018-01-30 21:05:13|2018-01-30 21:05:13
1304|698103900-1|8|5|105|1|10599|0|1|maestro|58934415992282664|2018-01-11|2018-01-11 06:36:49|2018-01-11 06:36:49
1305|404837912-7|707|9|501|1|9724|0|0|china-unionpay|5610493556696722913|2018-01-24|2018-01-24 08:46:40|2018-01-24 08:46:40
1306|131036152-5|341|4|665|1|9619|0|1|jcb|3557786450089128|2018-01-06|2018-01-06 10:22:51|2018-01-06 10:22:51
1307|142587671-4|276|5|175|1|8978|0|0|bankcard|5610369149359036|2018-01-27|2018-01-27 08:30:03|2018-01-27 08:30:03
1308|780283284-5|966|9|554|1|12474|0|0|jcb|3574922342946881|2018-01-08|2018-01-08 14:29:32|2018-01-08 14:29:32
1309|664913825-8|49|15|364|1|6957|0|1|mastercard|5577274464720260|2018-01-26|2018-01-26 06:04:39|2018-01-26 06:04:39
1310|722942246-9|425|2|267|1|9194|0|0|jcb|3541079277968537|2018-01-10|2018-01-10 18:17:08|2018-01-10 18:17:08
1311|918663742-8|850|1|875|1|11309|0|1|jcb|3568346486541639|2018-01-04|2018-01-04 19:30:45|2018-01-04 19:30:45
1312|194132170-4|733|2|247|1|10357|0|1|diners-club-international|36106307946320|2018-01-26|2018-01-26 02:25:24|2018-01-26 02:25:24
1313|560446579-8|834|7|399|1|12311|0|0|china-unionpay|56100053325841856|2018-01-29|2018-01-29 13:37:53|2018-01-29 13:37:53
1314|494658562-1|826|2|705|1|11478|0|1|jcb|3544935580456550|2018-01-04|2018-01-04 18:49:33|2018-01-04 18:49:33
1315|711842999-6|748|2|386|1|8437|0|1|americanexpress|346084208329216|2018-01-11|2018-01-11 11:18:14|2018-01-11 11:18:14
1316|094232037-9|821|8|735|1|8583|0|0|americanexpress|377920057505509|2018-01-17|2018-01-17 22:34:18|2018-01-17 22:34:18
1317|427254015-7|326|11|750|1|10165|0|1|jcb|3547311638758057|2018-01-09|2018-01-09 18:46:42|2018-01-09 18:46:42
1318|764613690-5|154|6|632|1|11805|0|1|jcb|3574517923407111|2018-01-02|2018-01-02 14:21:21|2018-01-02 14:21:21
1319|573801034-5|187|9|434|1|7854|0|1|jcb|3588838760264413|2018-01-19|2018-01-19 11:28:58|2018-01-19 11:28:58
1320|969836435-8|317|12|393|1|5400|0|1|diners-club-enroute|201589568064082|2018-01-21|2018-01-21 23:25:47|2018-01-21 23:25:47
1321|425743872-X|339|12|749|1|10583|0|1|jcb|3585792835590778|2018-01-11|2018-01-11 03:11:35|2018-01-11 03:11:35
1322|126676950-1|384|3|922|1|6278|0|1|diners-club-enroute|201458668415471|2018-01-13|2018-01-13 20:09:52|2018-01-13 20:09:52
1323|377910760-0|223|13|857|1|12180|0|0|jcb|3568899072176210|2018-01-21|2018-01-21 16:23:55|2018-01-21 16:23:55
1324|277408639-6|5|14|22|1|8087|0|1|diners-club-carte-blanche|30239453638411|2018-01-17|2018-01-17 17:38:46|2018-01-17 17:38:46
1325|082119410-0|382|9|706|1|10113|0|1|bankcard|5602258296676633|2018-01-18|2018-01-18 05:43:08|2018-01-18 05:43:08
1326|036255968-6|131|7|694|1|8347|0|1|diners-club-carte-blanche|30346083619032|2018-01-19|2018-01-19 00:40:23|2018-01-19 00:40:23
1327|240714326-4|658|6|512|1|11815|0|0|jcb|3560213314192951|2018-01-09|2018-01-09 10:47:32|2018-01-09 10:47:32
1328|081552751-9|656|10|930|1|8997|0|1|jcb|3535996017932549|2018-01-28|2018-01-28 06:33:53|2018-01-28 06:33:53
1329|905833571-2|462|13|693|1|9100|0|0|jcb|3552324996312047|2018-01-09|2018-01-09 06:22:14|2018-01-09 06:22:14
1330|678608492-3|817|13|460|1|9537|0|0|china-unionpay|560223902188765409|2018-01-26|2018-01-26 19:27:31|2018-01-26 19:27:31
1331|989256450-2|637|14|882|1|11295|0|0|jcb|3572531896746126|2018-01-21|2018-01-21 06:07:05|2018-01-21 06:07:05
1332|419536245-8|722|12|32|1|12559|0|1|jcb|3548469073317356|2018-01-06|2018-01-06 02:20:58|2018-01-06 02:20:58
1333|572823202-7|854|8|872|1|9558|0|0|americanexpress|374283425393584|2018-01-06|2018-01-06 16:13:48|2018-01-06 16:13:48
1334|185289677-9|378|9|4|1|9906|0|1|jcb|3582960258546246|2018-01-11|2018-01-11 19:21:37|2018-01-11 19:21:37
1335|152513053-6|511|11|109|1|10209|0|1|jcb|3556762544416701|2018-01-20|2018-01-20 11:23:13|2018-01-20 11:23:13
1336|927147863-0|51|13|544|1|8730|0|0|solo|676728486644263294|2018-01-01|2018-01-01 01:18:20|2018-01-01 01:18:20
1337|643790234-5|287|14|625|1|11335|0|1|laser|6709081102494318|2018-01-05|2018-01-05 07:04:18|2018-01-05 07:04:18
1338|927617857-0|831|10|402|1|8446|0|1|jcb|3570461850615491|2018-01-25|2018-01-25 23:35:00|2018-01-25 23:35:00
1339|898761214-7|948|6|248|1|11713|0|1|diners-club-enroute|201822855596593|2018-01-05|2018-01-05 18:51:19|2018-01-05 18:51:19
1340|310210963-2|164|1|371|1|8666|0|1|mastercard|5549210303475018|2018-01-24|2018-01-24 00:41:37|2018-01-24 00:41:37
1341|546014839-1|289|3|656|1|10190|0|0|jcb|3544355051718745|2018-01-08|2018-01-08 02:29:35|2018-01-08 02:29:35
1342|647999062-5|443|9|840|1|8221|0|0|laser|6771144352804860759|2018-01-17|2018-01-17 07:57:24|2018-01-17 07:57:24
1343|956970759-3|275|13|650|1|8496|0|1|jcb|3583520982142768|2018-01-28|2018-01-28 18:29:26|2018-01-28 18:29:26
1344|942450205-2|470|7|658|1|11535|0|0|mastercard|5166975284929439|2018-01-24|2018-01-24 18:52:47|2018-01-24 18:52:47
1345|572489834-9|234|12|672|1|7533|0|1|americanexpress|379007487693747|2018-01-08|2018-01-08 22:46:04|2018-01-08 22:46:04
1346|837804065-8|77|15|704|1|10566|0|1|diners-club-carte-blanche|30216761267372|2018-01-03|2018-01-03 14:18:09|2018-01-03 14:18:09
1347|474127363-6|838|15|51|1|14194|0|0|visa|4017956425979|2018-01-21|2018-01-21 11:21:39|2018-01-21 11:21:39
1348|330826678-4|824|13|105|1|8176|0|0|diners-club-us-ca|5523223267484868|2018-01-05|2018-01-05 01:07:39|2018-01-05 01:07:39
1349|326266101-5|309|1|775|1|12466|0|1|maestro|6763679171258817960|2018-01-22|2018-01-22 01:11:35|2018-01-22 01:11:35
1350|413913315-5|73|7|722|1|10020|0|0|jcb|3565029822293668|2018-01-22|2018-01-22 20:21:38|2018-01-22 20:21:38
1351|764790477-9|494|4|214|1|11777|0|1|jcb|3583731316153146|2018-01-12|2018-01-12 16:27:11|2018-01-12 16:27:11
1352|059282342-3|510|12|767|1|9448|0|1|mastercard|5010129430282156|2018-01-22|2018-01-22 06:31:03|2018-01-22 06:31:03
1353|464629755-8|325|1|23|1|6879|0|0|switch|4936365990487801|2018-01-29|2018-01-29 10:39:56|2018-01-29 10:39:56
1354|358853239-0|846|14|71|1|10311|0|0|laser|630418788174768515|2018-01-19|2018-01-19 05:19:32|2018-01-19 05:19:32
1355|571037050-9|648|2|167|1|10968|0|1|diners-club-enroute|201410854284831|2018-01-21|2018-01-21 07:09:28|2018-01-21 07:09:28
1356|673054975-0|55|14|684|1|7526|0|0|diners-club-enroute|201968740242826|2018-01-28|2018-01-28 23:42:25|2018-01-28 23:42:25
1357|981008187-1|228|4|68|1|13286|0|0|visa|4041372269221335|2018-01-17|2018-01-17 16:32:01|2018-01-17 16:32:01
1358|086441853-1|941|2|205|1|12007|0|0|visa|4041594008370020|2018-01-09|2018-01-09 09:28:57|2018-01-09 09:28:57
1359|748084789-0|987|7|187|1|12615|0|1|mastercard|5100149198428867|2018-01-27|2018-01-27 00:01:52|2018-01-27 00:01:52
1360|611508918-2|253|6|165|1|9280|0|0|jcb|3573571892906869|2018-01-21|2018-01-21 11:15:26|2018-01-21 11:15:26
1361|486919004-4|675|2|53|1|6597|0|0|jcb|3585636891988667|2018-01-22|2018-01-22 16:55:55|2018-01-22 16:55:55
1362|213966543-0|704|8|683|1|12845|0|0|diners-club-enroute|201967979420681|2018-01-18|2018-01-18 20:04:30|2018-01-18 20:04:30
1363|950551256-2|550|13|366|1|11981|0|0|china-unionpay|5602212723959670042|2018-01-22|2018-01-22 09:12:57|2018-01-22 09:12:57
1364|672401010-1|998|2|995|1|13266|0|1|mastercard|5108754888809300|2018-01-30|2018-01-30 13:01:26|2018-01-30 13:01:26
1365|690242927-8|956|14|819|1|9209|0|0|diners-club-enroute|201695622151292|2018-01-05|2018-01-05 04:49:55|2018-01-05 04:49:55
1366|014852064-2|473|15|758|1|8741|0|0|jcb|3570691478827199|2018-01-22|2018-01-22 04:40:07|2018-01-22 04:40:07
1367|578113936-2|707|9|862|1|10794|0|0|china-unionpay|56022265846594815|2018-01-27|2018-01-27 11:35:23|2018-01-27 11:35:23
1368|374644523-X|596|5|46|1|8237|0|1|diners-club-carte-blanche|30456122952235|2018-01-06|2018-01-06 07:27:50|2018-01-06 07:27:50
1369|266818471-1|151|15|979|1|10189|0|1|switch|6759750340053875|2018-01-19|2018-01-19 03:43:07|2018-01-19 03:43:07
1370|958152605-6|556|6|784|1|9351|0|1|jcb|3589688927785696|2018-01-30|2018-01-30 07:28:19|2018-01-30 07:28:19
1371|604553079-9|324|13|33|1|15363|0|0|bankcard|5610205466404114|2018-01-05|2018-01-05 12:36:37|2018-01-05 12:36:37
1372|475341888-X|19|3|546|1|9739|0|0|china-unionpay|560222350955760354|2018-01-17|2018-01-17 19:23:27|2018-01-17 19:23:27
1373|996653925-5|126|14|337|1|10476|0|0|bankcard|5602241019659474|2018-01-02|2018-01-02 03:29:16|2018-01-02 03:29:16
1374|900168768-7|292|5|574|1|8934|0|0|visa|4033219859091356|2018-01-30|2018-01-30 06:35:59|2018-01-30 06:35:59
1375|559626322-2|410|8|402|1|10130|0|0|diners-club-enroute|201554477280500|2018-01-03|2018-01-03 07:00:11|2018-01-03 07:00:11
1376|172652980-0|754|12|219|1|10869|0|1|jcb|3562457548105044|2018-01-02|2018-01-02 09:49:57|2018-01-02 09:49:57
1377|843450648-3|141|4|569|1|13052|0|0|jcb|3561470903343465|2018-01-02|2018-01-02 10:16:32|2018-01-02 10:16:32
1378|583540283-X|891|12|941|1|12194|0|1|jcb|3528884965328143|2018-01-24|2018-01-24 06:19:58|2018-01-24 06:19:58
1379|504120459-4|798|9|889|1|10472|0|1|bankcard|5602249281160808|2018-01-19|2018-01-19 23:23:56|2018-01-19 23:23:56
1380|021472284-8|833|9|951|1|12037|0|0|switch|6333927329650542|2018-01-02|2018-01-02 17:47:04|2018-01-02 17:47:04
1381|903233352-6|702|5|353|1|9210|0|1|switch|5641827562525077182|2018-01-06|2018-01-06 16:57:02|2018-01-06 16:57:02
1382|972731152-0|582|14|343|1|7689|0|1|jcb|3538955824003883|2018-01-09|2018-01-09 06:30:59|2018-01-09 06:30:59
1383|089659241-3|848|11|108|1|12186|0|1|diners-club-enroute|201631100060721|2018-01-04|2018-01-04 02:13:56|2018-01-04 02:13:56
1384|651832027-3|186|10|933|1|10746|0|1|instapayment|6382743282594902|2018-01-08|2018-01-08 05:46:38|2018-01-08 05:46:38
1385|328655861-3|88|1|922|1|10769|0|0|jcb|3536625359570000|2018-01-16|2018-01-16 07:33:41|2018-01-16 07:33:41
1386|787400408-6|911|3|155|1|8808|0|1|jcb|3532763569575289|2018-01-25|2018-01-25 12:44:13|2018-01-25 12:44:13
1387|544488963-3|228|2|925|1|9999|0|1|jcb|3560669088102502|2018-01-24|2018-01-24 07:03:50|2018-01-24 07:03:50
1388|336675866-X|77|6|898|1|10144|0|1|jcb|3558082639664257|2018-01-12|2018-01-12 16:27:35|2018-01-12 16:27:35
1389|692647209-2|844|11|978|1|10088|0|0|jcb|3545517979692513|2018-01-29|2018-01-29 20:26:28|2018-01-29 20:26:28
1390|703054044-1|193|10|453|1|10872|0|1|maestro|6761935204974868373|2018-01-17|2018-01-17 18:38:57|2018-01-17 18:38:57
1391|966999517-5|209|9|821|1|8505|0|1|jcb|3546018364138781|2018-01-17|2018-01-17 14:23:35|2018-01-17 14:23:35
1392|870170849-X|892|11|559|1|13963|0|1|jcb|3556174278688002|2018-01-09|2018-01-09 00:33:04|2018-01-09 00:33:04
1393|072411185-9|442|11|28|1|11755|0|0|instapayment|6382728470400434|2018-01-22|2018-01-22 14:11:16|2018-01-22 14:11:16
1394|444004651-7|609|6|826|1|7768|0|1|diners-club-carte-blanche|30075733083907|2018-01-19|2018-01-19 02:15:03|2018-01-19 02:15:03
1395|856051386-8|28|14|570|1|11852|0|0|visa-electron|4917788433962796|2018-01-13|2018-01-13 00:25:05|2018-01-13 00:25:05
1396|700932730-0|409|3|602|1|9287|0|0|jcb|3580861267787155|2018-01-06|2018-01-06 08:55:20|2018-01-06 08:55:20
1397|961266789-6|908|11|708|1|8865|0|0|jcb|3568000373824752|2018-01-11|2018-01-11 20:24:13|2018-01-11 20:24:13
1398|073064470-7|531|15|447|1|6620|0|1|bankcard|5602251491533030|2018-01-21|2018-01-21 06:11:35|2018-01-21 06:11:35
1399|707561055-4|226|3|456|1|9291|0|1|maestro|6763968398095692054|2018-01-15|2018-01-15 12:33:19|2018-01-15 12:33:19
1400|786099241-8|415|13|527|1|13592|0|0|jcb|3576309280391379|2018-01-24|2018-01-24 03:28:43|2018-01-24 03:28:43
1401|366115746-9|446|2|702|1|10483|0|1|americanexpress|372301521050585|2018-01-08|2018-01-08 23:57:54|2018-01-08 23:57:54
1402|360163144-X|677|13|789|1|9519|0|1|china-unionpay|56022271773160497|2018-01-09|2018-01-09 08:08:15|2018-01-09 08:08:15
1403|527586651-8|423|9|519|1|13218|0|0|diners-club-us-ca|5437446178732464|2018-01-10|2018-01-10 05:39:56|2018-01-10 05:39:56
1404|396539889-X|770|1|499|1|11846|0|1|mastercard|5103522381456860|2018-01-29|2018-01-29 03:28:21|2018-01-29 03:28:21
1405|191868119-8|177|4|527|1|9084|0|1|switch|6759937819932258177|2018-01-03|2018-01-03 22:33:01|2018-01-03 22:33:01
1406|385476032-9|344|6|442|1|9481|0|1|jcb|3586022409724028|2018-01-17|2018-01-17 16:25:20|2018-01-17 16:25:20
1407|522860560-6|119|9|492|1|10374|0|1|jcb|3546128362820833|2018-01-05|2018-01-05 10:40:05|2018-01-05 10:40:05
1408|881396697-0|539|12|447|1|7388|0|1|china-unionpay|56022260642510131|2018-01-19|2018-01-19 12:11:02|2018-01-19 12:11:02
1409|611195169-6|436|6|131|1|9667|0|0|americanexpress|370645116718929|2018-01-16|2018-01-16 12:17:22|2018-01-16 12:17:22
1410|585532427-3|382|13|581|1|7999|0|0|visa|4041599457025|2018-01-29|2018-01-29 19:23:48|2018-01-29 19:23:48
1411|523953242-7|691|11|798|1|9912|0|0|mastercard|5493331604551566|2018-01-26|2018-01-26 22:06:40|2018-01-26 22:06:40
1412|777855934-X|358|12|276|1|9608|0|1|diners-club-carte-blanche|30585651025391|2018-01-29|2018-01-29 12:37:02|2018-01-29 12:37:02
1413|548644200-9|438|12|234|1|10000|0|1|jcb|3551594664100228|2018-01-21|2018-01-21 00:14:36|2018-01-21 00:14:36
1414|694689969-5|267|7|459|1|13452|0|1|jcb|3583210585393873|2018-01-24|2018-01-24 09:26:22|2018-01-24 09:26:22
1415|755146080-2|19|4|825|1|10673|0|0|jcb|3567040308365365|2018-01-15|2018-01-15 08:12:39|2018-01-15 08:12:39
1416|950610006-3|784|8|374|1|13873|0|0|jcb|3583461346662540|2018-01-02|2018-01-02 13:34:06|2018-01-02 13:34:06
1417|020353989-3|747|9|621|1|12355|0|0|jcb|3534575914389689|2018-01-03|2018-01-03 08:51:33|2018-01-03 08:51:33
1418|691662419-1|817|9|828|1|10544|0|0|instapayment|6395459747603353|2018-01-08|2018-01-08 03:52:12|2018-01-08 03:52:12
1419|560329862-6|737|5|807|1|10398|0|0|instapayment|6388498688056154|2018-01-15|2018-01-15 18:25:20|2018-01-15 18:25:20
1420|005307011-9|700|6|71|1|10675|0|1|mastercard|5340960686339386|2018-01-23|2018-01-23 15:55:54|2018-01-23 15:55:54
1421|397793344-2|569|10|389|1|12616|0|0|jcb|3534798599757190|2018-01-27|2018-01-27 10:22:00|2018-01-27 10:22:00
1422|486696868-0|512|13|836|1|12091|0|0|visa-electron|4844861930161291|2018-01-09|2018-01-09 06:41:48|2018-01-09 06:41:48
1423|265130353-4|449|10|292|1|6938|0|1|diners-club-us-ca|5402954806040516|2018-01-29|2018-01-29 00:11:29|2018-01-29 00:11:29
1424|656221157-3|216|14|304|1|7644|0|1|jcb|3552196046247302|2018-01-04|2018-01-04 08:40:16|2018-01-04 08:40:16
1425|033887693-6|893|2|500|1|10102|0|0|bankcard|5602225074145933|2018-01-07|2018-01-07 13:10:17|2018-01-07 13:10:17
1426|672631045-5|779|8|356|1|10224|0|1|americanexpress|374288937082534|2018-01-14|2018-01-14 13:32:07|2018-01-14 13:32:07
1427|424436877-9|694|15|854|1|8454|0|1|diners-club-enroute|201442276567261|2018-01-21|2018-01-21 23:01:01|2018-01-21 23:01:01
1428|571063053-5|995|4|106|1|11491|0|1|diners-club-enroute|201847755463115|2018-01-21|2018-01-21 14:27:48|2018-01-21 14:27:48
1429|949749467-X|503|14|866|1|8608|0|0|americanexpress|379978339366338|2018-01-06|2018-01-06 16:03:31|2018-01-06 16:03:31
1430|940869873-8|359|13|845|1|12562|0|1|jcb|3555904857547315|2018-01-25|2018-01-25 06:34:51|2018-01-25 06:34:51
1431|651313465-X|921|10|130|1|15307|0|1|mastercard|5100177227360041|2018-01-13|2018-01-13 21:50:40|2018-01-13 21:50:40
1432|033901898-4|177|14|248|1|10226|0|0|mastercard|5010124984918420|2018-01-20|2018-01-20 08:49:34|2018-01-20 08:49:34
1433|150814496-6|454|6|60|1|8530|0|1|jcb|3555349689838872|2018-01-09|2018-01-09 04:01:04|2018-01-09 04:01:04
1434|900864333-2|293|6|186|1|13965|0|1|diners-club-enroute|201468914804139|2018-01-04|2018-01-04 07:32:17|2018-01-04 07:32:17
1435|407013050-0|688|9|248|1|12711|0|1|jcb|3559157311218173|2018-01-06|2018-01-06 04:40:25|2018-01-06 04:40:25
1436|853569016-6|490|11|572|1|9916|0|1|china-unionpay|5602227054196209|2018-01-06|2018-01-06 03:08:54|2018-01-06 03:08:54
1437|538363212-3|186|14|923|1|12984|0|0|visa-electron|4405687784621291|2018-01-19|2018-01-19 11:01:41|2018-01-19 11:01:41
1438|711150802-5|89|4|766|1|7959|0|0|diners-club-us-ca|5543002997095657|2018-01-28|2018-01-28 18:11:22|2018-01-28 18:11:22
1439|656558635-7|500|5|886|1|9218|0|1|diners-club-enroute|201597589864463|2018-01-15|2018-01-15 02:33:30|2018-01-15 02:33:30
1440|525208299-5|126|13|514|1|4416|0|1|jcb|3531773351927185|2018-01-30|2018-01-30 12:16:35|2018-01-30 12:16:35
1441|049395434-1|137|4|295|1|7995|0|1|jcb|3575908654911976|2018-01-06|2018-01-06 15:41:11|2018-01-06 15:41:11
1442|415510360-5|102|15|682|1|10499|0|1|jcb|3551842617408622|2018-01-25|2018-01-25 03:06:12|2018-01-25 03:06:12
1443|549182991-9|537|11|834|1|9698|0|1|jcb|3558927920905381|2018-01-06|2018-01-06 02:22:06|2018-01-06 02:22:06
1444|799362236-0|298|12|81|1|10356|0|1|diners-club-us-ca|5469320146153486|2018-01-22|2018-01-22 02:15:27|2018-01-22 02:15:27
1445|348030203-3|940|8|360|1|9827|0|0|jcb|3545180578719045|2018-01-15|2018-01-15 02:28:22|2018-01-15 02:28:22
1446|344848501-2|476|12|237|1|9038|0|1|switch|490560494537985970|2018-01-16|2018-01-16 05:35:10|2018-01-16 05:35:10
1447|025888804-0|193|11|708|1|11743|0|1|instapayment|6378572992749761|2018-01-06|2018-01-06 11:30:05|2018-01-06 11:30:05
1448|026029795-X|227|14|568|1|12019|0|0|americanexpress|342821926205994|2018-01-05|2018-01-05 12:22:29|2018-01-05 12:22:29
1449|328345308-X|341|11|1000|1|10700|0|1|jcb|3529740513898434|2018-01-09|2018-01-09 23:57:39|2018-01-09 23:57:39
1450|299645826-5|43|2|274|1|10236|0|0|switch|4911310625954543|2018-01-22|2018-01-22 17:52:05|2018-01-22 17:52:05
1451|518323120-6|228|3|656|1|9576|0|0|bankcard|5602255511397862|2018-01-26|2018-01-26 23:11:19|2018-01-26 23:11:19
1452|854817449-8|476|12|489|1|10165|0|1|jcb|3550304717040475|2018-01-11|2018-01-11 08:45:49|2018-01-11 08:45:49
1453|774487292-4|334|13|686|1|7229|0|0|diners-club-enroute|201407430809925|2018-01-11|2018-01-11 10:21:10|2018-01-11 10:21:10
1454|488023238-6|118|4|909|1|10354|0|1|diners-club-enroute|201678986606788|2018-01-01|2018-01-01 17:37:29|2018-01-01 17:37:29
1455|638603742-1|544|9|852|1|7121|0|0|mastercard|5496072790494792|2018-01-27|2018-01-27 19:22:55|2018-01-27 19:22:55
1456|895643502-2|512|13|397|1|8958|0|1|mastercard|5048378958687801|2018-01-02|2018-01-02 07:56:00|2018-01-02 07:56:00
1457|199884558-3|190|13|202|1|12817|0|0|visa|4017957172521|2018-01-08|2018-01-08 03:34:27|2018-01-08 03:34:27
1458|612578648-X|297|2|38|1|9140|0|0|jcb|3549463098976584|2018-01-07|2018-01-07 09:28:23|2018-01-07 09:28:23
1459|860515570-1|565|12|135|1|11542|0|1|switch|6333107780223481|2018-01-02|2018-01-02 13:57:05|2018-01-02 13:57:05
1460|587945607-2|936|12|394|1|13166|0|1|laser|6706871749182792238|2018-01-04|2018-01-04 11:30:04|2018-01-04 11:30:04
